type,id,bnf_code,nm,form_route
amp,157711000001100,0603020T0AABHBH,Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd),suspension.oral
amp,245011000001108,0603020T0AABHBH,Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd),suspension.oral
amp,392511000001108,0603020T0AABHBH,Prednisolone 5mg soluble tablets (Advanz Pharma),suspension.oral
amp,15172311000001102,0603020T0AABHBH,Prednisolone 5mg soluble tablets (Sigma Pharmaceuticals Plc),suspension.oral
amp,28937511000001104,0603020T0AABHBH,Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd),suspension.oral
amp,30114611000001103,0603020T0AABHBH,Prednisolone 5mg soluble tablets (DE Pharmaceuticals),suspension.oral
amp,34035411000001102,0603020T0AABHBH,Prednisolone 5mg soluble tablets (Actavis UK Ltd),suspension.oral
amp,34172711000001106,0603020T0AABHBH,Prednisolone 5mg soluble tablets (Phoenix Labs Ltd),suspension.oral
amp,13056811000001106,0603020T0AABIBI,Prednisolone 2.5mg/5ml oral suspension (Special Order),suspension.oral
amp,423211000001103,1201010Q0BCAAAC,Otosporin ear drops (Phoenix Labs Ltd),suspensiondrops.auricular
amp,54011000001102,1104010I0BBAAAD,Maxidex 0.1% eye drops (Novartis Pharmaceuticals UK Ltd),suspensiondrops.ophthalmic
amp,3748211000001106,1104010I0BFAAAP,Tobradex 3mg/ml / 1mg/ml eye drops (Novartis Pharmaceuticals UK Ltd),suspensiondrops.ophthalmic
amp,3149611000001105,1104010K0BBAAAA,FML Liquifilm 0.1% ophthalmic suspension (Allergan Ltd),suspensiondrops.ophthalmic
amp,3689411000001102,1104010V0BBAAAA,Vexol 10mg/ml eye drops (Alcon Eye Care Ltd),suspensiondrops.ophthalmic
amp,13464611000001102,1104010W0BBAAAA,Lotemax 0.5% eye drops (Bausch & Lomb UK Ltd),suspensiondrops.ophthalmic
amp,3017511000001100,1001022G0BBABAE,Hydrocortistab 25mg/1ml suspension for injection ampoules (Advanz Pharma),suspensioninjection.intraarticular
amp,623611000001104,1001022K0BBAAAA,Depo-Medrone 40mg/1ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intraarticular
amp,777311000001106,1001022K0BBABAB,Depo-Medrone 80mg/2ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intraarticular
amp,3231811000001107,1001022K0BBAEAE,Depo-Medrone 120mg/3ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intraarticular
amp,769111000001105,1001022K0BBAFAF,Depo-Medrone with Lidocaine suspension for injection 2ml vials (Pfizer Ltd),suspensioninjection.intraarticular
amp,470611000001109,1001022K0BBAGAG,Depo-Medrone with Lidocaine suspension for injection 1ml vials (Pfizer Ltd),suspensioninjection.intraarticular
amp,355311000001102,1001022N0BBABAB,Deltastab 25mg/1ml suspension for injection ampoules (Advanz Pharma),suspensioninjection.intraarticular
amp,911211000001105,1001022U0BBAAAA,Adcortyl Intra-articular / Intradermal 10mg/1ml suspension for injection ampoules (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intraarticular
amp,89311000001109,1001022U0BBABAC,Adcortyl Intra-articular / Intradermal 50mg/5ml suspension for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intraarticular
amp,306011000001103,1001022U0BCAAAB,Kenalog Intra-articular / Intramuscular 40mg/1ml suspension for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intraarticular
amp,24564611000001107,1001022Y0AAADAD,Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules (Intrapharm Laboratories Ltd),suspensioninjection.intraarticular
amp,28490511000001105,1001022Y0AAADAD,Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules (A A H Pharmaceuticals Ltd),suspensioninjection.intraarticular
amp,4563011000001104,1001022Y0BBACAC,Lederspan 100mg/5ml suspension for injection vials (Wyeth Pharmaceuticals),suspensioninjection.intraarticular
amp,623611000001104,1001022K0BBAAAA,Depo-Medrone 40mg/1ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intrabursal
amp,777311000001106,1001022K0BBABAB,Depo-Medrone 80mg/2ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intrabursal
amp,3231811000001107,1001022K0BBAEAE,Depo-Medrone 120mg/3ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intrabursal
amp,769111000001105,1001022K0BBAFAF,Depo-Medrone with Lidocaine suspension for injection 2ml vials (Pfizer Ltd),suspensioninjection.intrabursal
amp,470611000001109,1001022K0BBAGAG,Depo-Medrone with Lidocaine suspension for injection 1ml vials (Pfizer Ltd),suspensioninjection.intrabursal
amp,911211000001105,1001022U0BBAAAA,Adcortyl Intra-articular / Intradermal 10mg/1ml suspension for injection ampoules (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intradermal
amp,89311000001109,1001022U0BBABAC,Adcortyl Intra-articular / Intradermal 50mg/5ml suspension for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intradermal
amp,623611000001104,1001022K0BBAAAA,Depo-Medrone 40mg/1ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intralesional
amp,777311000001106,1001022K0BBABAB,Depo-Medrone 80mg/2ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intralesional
amp,3231811000001107,1001022K0BBAEAE,Depo-Medrone 120mg/3ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intralesional
amp,793711000001105,0603020Z0BBAAAA,Kenalog Intramuscular 40mg/1ml suspension for injection pre-filled syringes (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intramuscular
amp,623611000001104,1001022K0BBAAAA,Depo-Medrone 40mg/1ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intramuscular
amp,777311000001106,1001022K0BBABAB,Depo-Medrone 80mg/2ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intramuscular
amp,3231811000001107,1001022K0BBAEAE,Depo-Medrone 120mg/3ml suspension for injection vials (Pfizer Ltd),suspensioninjection.intramuscular
amp,355311000001102,1001022N0BBABAB,Deltastab 25mg/1ml suspension for injection ampoules (Advanz Pharma),suspensioninjection.intramuscular
amp,306011000001103,1001022U0BCAAAB,Kenalog Intra-articular / Intramuscular 40mg/1ml suspension for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intramuscular
amp,865511000001102,0603020Z0BBABAB,Kenalog Intramuscular 80mg/2ml suspension for injection pre-filled syringes (Bristol-Myers Squibb Pharmaceuticals Ltd),suspensioninjection.intramuscular-deep
amp,3017511000001100,1001022G0BBABAE,Hydrocortistab 25mg/1ml suspension for injection ampoules (Advanz Pharma),suspensioninjection.periarticular
amp,623611000001104,1001022K0BBAAAA,Depo-Medrone 40mg/1ml suspension for injection vials (Pfizer Ltd),suspensioninjection.periarticular
amp,777311000001106,1001022K0BBABAB,Depo-Medrone 80mg/2ml suspension for injection vials (Pfizer Ltd),suspensioninjection.periarticular
amp,3231811000001107,1001022K0BBAEAE,Depo-Medrone 120mg/3ml suspension for injection vials (Pfizer Ltd),suspensioninjection.periarticular
amp,769111000001105,1001022K0BBAFAF,Depo-Medrone with Lidocaine suspension for injection 2ml vials (Pfizer Ltd),suspensioninjection.periarticular
amp,470611000001109,1001022K0BBAGAG,Depo-Medrone with Lidocaine suspension for injection 1ml vials (Pfizer Ltd),suspensioninjection.periarticular
amp,355311000001102,1001022N0BBABAB,Deltastab 25mg/1ml suspension for injection ampoules (Advanz Pharma),suspensioninjection.periarticular
amp,24564611000001107,1001022Y0AAADAD,Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules (Intrapharm Laboratories Ltd),suspensioninjection.periarticular
amp,28490511000001105,1001022Y0AAADAD,Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules (A A H Pharmaceuticals Ltd),suspensioninjection.periarticular
amp,10273211000001108,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd),suspensionnebuliser.inhalation
amp,10274211000001106,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Teva UK Ltd),suspensionnebuliser.inhalation
amp,10326711000001104,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd),suspensionnebuliser.inhalation
amp,10347911000001102,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd),suspensionnebuliser.inhalation
amp,10453211000001107,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd),suspensionnebuliser.inhalation
amp,11005711000001109,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Actavis UK Ltd),suspensionnebuliser.inhalation
amp,15060511000001109,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc),suspensionnebuliser.inhalation
amp,17810011000001102,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd),suspensionnebuliser.inhalation
amp,18507211000001101,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd),suspensionnebuliser.inhalation
amp,21804611000001101,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc),suspensionnebuliser.inhalation
amp,22622611000001108,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals),suspensionnebuliser.inhalation
amp,30004511000001108,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd),suspensionnebuliser.inhalation
amp,10272811000001101,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd),suspensionnebuliser.inhalation
amp,10273611000001105,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Teva UK Ltd),suspensionnebuliser.inhalation
amp,10326511000001109,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd),suspensionnebuliser.inhalation
amp,10347711000001104,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd),suspensionnebuliser.inhalation
amp,10453011000001102,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd),suspensionnebuliser.inhalation
amp,11005511000001104,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Actavis UK Ltd),suspensionnebuliser.inhalation
amp,17809311000001106,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd),suspensionnebuliser.inhalation
amp,18507011000001106,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd),suspensionnebuliser.inhalation
amp,21804411000001104,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc),suspensionnebuliser.inhalation
amp,22622411000001105,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals),suspensionnebuliser.inhalation
amp,29775411000001101,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc),suspensionnebuliser.inhalation
amp,30004311000001102,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd),suspensionnebuliser.inhalation
amp,3636511000001103,0302000K0BBAGAI,Pulmicort 1mg Respules (AstraZeneca UK Ltd),suspensionnebuliser.inhalation
amp,3635411000001106,0302000K0BBAJAJ,Pulmicort 0.5mg Respules (AstraZeneca UK Ltd),suspensionnebuliser.inhalation
amp,3389111000001102,0302000N0BBAVAV,Flixotide 0.5mg/2ml Nebules (GlaxoSmithKline UK Ltd),suspensionnebuliser.inhalation
amp,3397211000001103,0302000N0BBAWAW,Flixotide 2mg/2ml Nebules (GlaxoSmithKline UK Ltd),suspensionnebuliser.inhalation
amp,2934211000001100,1202010V0BBAAAA,Dexa-Rhinaspray Duo nasal spray (Boehringer Ingelheim Ltd),suspensionspray.nasal
amp,19625011000001100,0304010ABAAAAAA,Desloratadine 5mg tablets (Consilient Health Ltd),tablet.oral
amp,19668711000001102,0304010ABAAAAAA,Desloratadine 5mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,19794311000001104,0304010ABAAAAAA,Desloratadine 5mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,19957611000001100,0304010ABAAAAAA,Desloratadine 5mg tablets (Teva UK Ltd),tablet.oral
amp,20175211000001108,0304010ABAAAAAA,Desloratadine 5mg tablets (Actavis UK Ltd),tablet.oral
amp,20468711000001103,0304010ABAAAAAA,Desloratadine 5mg tablets (Aspire Pharma Ltd),tablet.oral
amp,20569111000001101,0304010ABAAAAAA,Desloratadine 5mg tablets (Arrow Generics Ltd),tablet.oral
amp,22048611000001104,0304010ABAAAAAA,Desloratadine 5mg tablets (Waymade Healthcare Plc),tablet.oral
amp,23653811000001108,0304010ABAAAAAA,Desloratadine 5mg tablets (Phoenix Healthcare Distribution Ltd),tablet.oral
amp,23967211000001108,0304010ABAAAAAA,Desloratadine 5mg tablets (DE Pharmaceuticals),tablet.oral
amp,27974811000001101,0304010ABAAAAAA,Desloratadine 5mg tablets (Lupin Healthcare (UK) Ltd),tablet.oral
amp,29801711000001102,0304010ABAAAAAA,Desloratadine 5mg tablets (Sigma Pharmaceuticals Plc),tablet.oral
amp,30020011000001101,0304010ABAAAAAA,Desloratadine 5mg tablets (Mawdsley-Brooks & Company Ltd),tablet.oral
amp,33581811000001107,0304010ABAAAAAA,Desloratadine 5mg tablets (Mylan),tablet.oral
amp,34107211000001107,0304010ABAAAAAA,Desloratadine 5mg tablets (Crescent Pharma Ltd),tablet.oral
amp,69711000001105,0304010ABBBAAAA,Neoclarityn 5mg tablets (Merck Sharp & Dohme Ltd),tablet.oral
amp,14959311000001101,0304010ACAAAAAA,Levocetirizine 5mg tablets (Teva UK Ltd),tablet.oral
amp,15150911000001102,0304010ACAAAAAA,Levocetirizine 5mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,15473111000001106,0304010ACAAAAAA,Levocetirizine 5mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,17217511000001103,0304010ACAAAAAA,Levocetirizine 5mg tablets (Consilient Health Ltd),tablet.oral
amp,17935711000001107,0304010ACAAAAAA,Levocetirizine 5mg tablets (Phoenix Healthcare Distribution Ltd),tablet.oral
amp,21288711000001108,0304010ACAAAAAA,Levocetirizine 5mg tablets (Actavis UK Ltd),tablet.oral
amp,22065811000001102,0304010ACAAAAAA,Levocetirizine 5mg tablets (Waymade Healthcare Plc),tablet.oral
amp,22703711000001106,0304010ACAAAAAA,Levocetirizine 5mg tablets (Aspire Pharma Ltd),tablet.oral
amp,24111411000001101,0304010ACAAAAAA,Levocetirizine 5mg tablets (Somex Pharma),tablet.oral
amp,24366011000001108,0304010ACAAAAAA,Levocetirizine 5mg tablets (DE Pharmaceuticals),tablet.oral
amp,29886511000001104,0304010ACAAAAAA,Levocetirizine 5mg tablets (Sigma Pharmaceuticals Plc),tablet.oral
amp,30220011000001105,0304010ACAAAAAA,Levocetirizine 5mg tablets (Mawdsley-Brooks & Company Ltd),tablet.oral
amp,32415911000001100,0304010ACAAAAAA,Levocetirizine 5mg tablets (Kent Pharmaceuticals Ltd),tablet.oral
amp,33041011000001107,0304010ACAAAAAA,Levocetirizine 5mg tablets (Genesis Pharmaceuticals Ltd),tablet.oral
amp,33593211000001106,0304010ACAAAAAA,Levocetirizine 5mg tablets (Mylan),tablet.oral
amp,36588511000001108,0304010ACAAAAAA,Levocetirizine 5mg tablets (Bristol Laboratories Ltd),tablet.oral
amp,3603411000001100,0304010ACBBAAAA,Xyzal 5mg tablets (UCB Pharma Ltd),tablet.oral
amp,33767211000001103,0304010AEAAAAAA,Rupatadine 10mg tablets (Aspire Pharma Ltd),tablet.oral
amp,34712111000001109,0304010AEAAAAAA,Rupatadine 10mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,37658711000001103,0304010AEAAAAAA,Rupatadine 10mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,37799411000001102,0304010AEAAAAAA,Rupatadine 10mg tablets (DE Pharmaceuticals),tablet.oral
amp,15858211000001103,0304010AEBBAAAA,Rupafin 10mg tablets (GlaxoSmithKline UK Ltd),tablet.oral
amp,18749211000001104,0304010AFBBAAAA,Ilaxten 20mg tablets (A. Menarini Farmaceutica Internazionale SRL),tablet.oral
amp,3777611000001105,0304010AGBBABAC,Zaditen 1mg tablets (CD Pharma Srl),tablet.oral
amp,3326511000001109,0304010D0AAAAAA,Loratadine 10mg tablets (Actavis UK Ltd),tablet.oral
amp,3326811000001107,0304010D0AAAAAA,Loratadine 10mg tablets (Teva UK Ltd),tablet.oral
amp,3327011000001103,0304010D0AAAAAA,Loratadine 10mg tablets (Sandoz Ltd),tablet.oral
amp,3327211000001108,0304010D0AAAAAA,Loratadine 10mg tablets (Zentiva),tablet.oral
amp,3327411000001107,0304010D0AAAAAA,Loratadine 10mg tablets (Mylan),tablet.oral
amp,3656011000001107,0304010D0AAAAAA,Loratadine 10mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,3698911000001101,0304010D0AAAAAA,Loratadine 10mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,4008011000001109,0304010D0AAAAAA,Loratadine 10mg tablets (Kent Pharmaceuticals Ltd),tablet.oral
amp,7459511000001102,0304010D0AAAAAA,Loratadine 10mg tablets (Ranbaxy (UK) Ltd),tablet.oral
amp,11016311000001102,0304010D0AAAAAA,Loratadine 10mg tablets (Dr Reddy's Laboratories (UK) Ltd),tablet.oral
amp,15108411000001104,0304010D0AAAAAA,Loratadine 10mg tablets (Sigma Pharmaceuticals Plc),tablet.oral
amp,17203611000001109,0304010D0AAAAAA,Loratadine 10mg tablets (Sovereign Medical Ltd),tablet.oral
amp,17938211000001107,0304010D0AAAAAA,Loratadine 10mg tablets (Phoenix Healthcare Distribution Ltd),tablet.oral
amp,19742511000001108,0304010D0AAAAAA,Loratadine 10mg tablets (Almus Pharmaceuticals Ltd),tablet.oral
amp,23598711000001106,0304010D0AAAAAA,Loratadine 10mg tablets (Waymade Healthcare Plc),tablet.oral
amp,24370211000001109,0304010D0AAAAAA,Loratadine 10mg tablets (DE Pharmaceuticals),tablet.oral
amp,30222611000001102,0304010D0AAAAAA,Loratadine 10mg tablets (Mawdsley-Brooks & Company Ltd),tablet.oral
amp,32466011000001109,0304010D0AAAAAA,"Loratadine 10mg tablets (Bell,Sons & Co (Druggists) Ltd)",tablet.oral
amp,36836811000001103,0304010D0AAAAAA,Loratadine 10mg tablets (Torrent Pharma (UK) Ltd),tablet.oral
amp,3326111000001100,0304010D0BBACAA,Clarityn Allergy 10mg tablets (Bayer Plc),tablet.oral
amp,17844111000001100,0304010D0BCACAA,Boots One A Day Allergy Relief 10mg tablets (The Boots Company Plc),tablet.oral
amp,8980511000001106,0304010D0BFAAAA,Galpharm Non-Drowsy Hayfever and Allergy Relief 10mg tablets (Galpharm International Ltd),tablet.oral
amp,22486711000001109,0304010D0BHAAAA,Roletra 10mg tablets (Ranbaxy (UK) Ltd),tablet.oral
amp,22650711000001104,0304010D0BIAAAA,Numark Allergy & Hayfever 10mg tablets (Numark Ltd),tablet.oral
amp,10930611000001102,0304010E0AAAAAA,Fexofenadine 120mg tablets (Zentiva),tablet.oral
amp,11004611000001101,0304010E0AAAAAA,Fexofenadine 120mg tablets (Kent Pharmaceuticals Ltd),tablet.oral
amp,11064311000001107,0304010E0AAAAAA,Fexofenadine 120mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,13433011000001100,0304010E0AAAAAA,Fexofenadine 120mg tablets (Teva UK Ltd),tablet.oral
amp,13468811000001106,0304010E0AAAAAA,Fexofenadine 120mg tablets (PLIVA Pharma Ltd),tablet.oral
amp,13587611000001101,0304010E0AAAAAA,Fexofenadine 120mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,14161911000001109,0304010E0AAAAAA,Fexofenadine 120mg tablets (Healthcare Pharma Ltd),tablet.oral
amp,14694911000001105,0304010E0AAAAAA,Fexofenadine 120mg tablets (Actavis UK Ltd),tablet.oral
amp,15086711000001104,0304010E0AAAAAA,Fexofenadine 120mg tablets (Sigma Pharmaceuticals Plc),tablet.oral
amp,15231711000001105,0304010E0AAAAAA,Fexofenadine 120mg tablets (Mylan),tablet.oral
amp,17907411000001100,0304010E0AAAAAA,Fexofenadine 120mg tablets (Phoenix Healthcare Distribution Ltd),tablet.oral
amp,18475111000001100,0304010E0AAAAAA,Fexofenadine 120mg tablets (Dr Reddy's Laboratories (UK) Ltd),tablet.oral
amp,21995811000001106,0304010E0AAAAAA,Fexofenadine 120mg tablets (Waymade Healthcare Plc),tablet.oral
amp,23978011000001107,0304010E0AAAAAA,Fexofenadine 120mg tablets (DE Pharmaceuticals),tablet.oral
amp,36380511000001107,0304010E0AAAAAA,Fexofenadine 120mg tablets (Cipla EU Ltd),tablet.oral
amp,37068211000001106,0304010E0AAAAAA,Fexofenadine 120mg tablets (Mawdsley-Brooks & Company Ltd),tablet.oral
amp,10930811000001103,0304010E0AAABAB,Fexofenadine 180mg tablets (Zentiva),tablet.oral
amp,11005011000001107,0304010E0AAABAB,Fexofenadine 180mg tablets (Kent Pharmaceuticals Ltd),tablet.oral
amp,11064711000001106,0304010E0AAABAB,Fexofenadine 180mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,13433211000001105,0304010E0AAABAB,Fexofenadine 180mg tablets (Teva UK Ltd),tablet.oral
amp,13469011000001105,0304010E0AAABAB,Fexofenadine 180mg tablets (PLIVA Pharma Ltd),tablet.oral
amp,13587811000001102,0304010E0AAABAB,Fexofenadine 180mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,14162111000001101,0304010E0AAABAB,Fexofenadine 180mg tablets (Healthcare Pharma Ltd),tablet.oral
amp,14695111000001106,0304010E0AAABAB,Fexofenadine 180mg tablets (Actavis UK Ltd),tablet.oral
amp,15086911000001102,0304010E0AAABAB,Fexofenadine 180mg tablets (Sigma Pharmaceuticals Plc),tablet.oral
amp,15231911000001107,0304010E0AAABAB,Fexofenadine 180mg tablets (Mylan),tablet.oral
amp,17907611000001102,0304010E0AAABAB,Fexofenadine 180mg tablets (Phoenix Healthcare Distribution Ltd),tablet.oral
amp,18475311000001103,0304010E0AAABAB,Fexofenadine 180mg tablets (Dr Reddy's Laboratories (UK) Ltd),tablet.oral
amp,21996011000001109,0304010E0AAABAB,Fexofenadine 180mg tablets (Waymade Healthcare Plc),tablet.oral
amp,23978211000001102,0304010E0AAABAB,Fexofenadine 180mg tablets (DE Pharmaceuticals),tablet.oral
amp,36381211000001103,0304010E0AAABAB,Fexofenadine 180mg tablets (Cipla EU Ltd),tablet.oral
amp,37068511000001109,0304010E0AAABAB,Fexofenadine 180mg tablets (Mawdsley-Brooks & Company Ltd),tablet.oral
amp,58911000001105,0304010E0BBAAAA,Telfast 120mg tablets (Sanofi),tablet.oral
amp,880711000001100,0304010E0BBABAB,Telfast 180mg tablets (Sanofi),tablet.oral
amp,4722611000001106,0304010E0BBACAC,Telfast 30mg tablets (Sanofi),tablet.oral
amp,126611000001106,0304010G0AAACAC,Chlorphenamine 4mg tablets (Actavis UK Ltd),tablet.oral
amp,296211000001100,0304010G0AAACAC,Chlorphenamine 4mg tablets (Kent Pharmaceuticals Ltd),tablet.oral
amp,469311000001102,0304010G0AAACAC,Chlorphenamine 4mg tablets (Sussex Pharmaceutical Ltd),tablet.oral
amp,520211000001100,0304010G0AAACAC,Chlorphenamine 4mg tablets (Vantage),tablet.oral
amp,574211000001109,0304010G0AAACAC,Chlorphenamine 4mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,850011000001108,0304010G0AAACAC,Chlorphenamine 4mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,856611000001104,0304010G0AAACAC,Chlorphenamine 4mg tablets (Teva UK Ltd),tablet.oral
amp,4329511000001102,0304010G0AAACAC,Chlorphenamine 4mg tablets (Sandoz Ltd),tablet.oral
amp,9795311000001101,0304010G0AAACAC,Chlorphenamine 4mg tablets (Almus Pharmaceuticals Ltd),tablet.oral
amp,10392411000001102,0304010G0AAACAC,Chlorphenamine 4mg tablets (Arrow Generics Ltd),tablet.oral
amp,13576611000001108,0304010G0AAACAC,Chlorphenamine 4mg tablets (DE Pharmaceuticals),tablet.oral
amp,14802411000001100,0304010G0AAACAC,Chlorphenamine 4mg tablets (Boston Healthcare Ltd),tablet.oral
amp,15075611000001108,0304010G0AAACAC,Chlorphenamine 4mg tablets (Sigma Pharmaceuticals Plc),tablet.oral
amp,17337911000001107,0304010G0AAACAC,Chlorphenamine 4mg tablets (Strides Pharma UK Ltd),tablet.oral
amp,18099411000001105,0304010G0AAACAC,Chlorphenamine 4mg tablets (Phoenix Healthcare Distribution Ltd),tablet.oral
amp,21029111000001102,0304010G0AAACAC,Chlorphenamine 4mg tablets (Bristol Laboratories Ltd),tablet.oral
amp,22452511000001107,0304010G0AAACAC,Chlorphenamine 4mg tablets (Waymade Healthcare Plc),tablet.oral
amp,28984211000001103,0304010G0AAACAC,Chlorphenamine 4mg tablets (Crescent Pharma Ltd),tablet.oral
amp,30013711000001103,0304010G0AAACAC,Chlorphenamine 4mg tablets (Mawdsley-Brooks & Company Ltd),tablet.oral
amp,372011000001107,0304010G0BCAAAC,Piriton 4mg tablets (GlaxoSmithKline Consumer Healthcare),tablet.oral
amp,746811000001100,0304010G0BCAHAC,Piriton Allergy 4mg tablets (GlaxoSmithKline Consumer Healthcare),tablet.oral
amp,20534211000001104,0304010G0BFACAC,Boots Allergy Relief Antihistamine 4mg tablets (The Boots Company Plc),tablet.oral
amp,50811000001103,0304010G0BIAAAC,Pollenase Antihistamine 4mg tablets (East Midlands Pharma Ltd),tablet.oral
amp,36016811000001106,0304010G0BJABAC,Allerief 4mg tablets (Crescent Pharma Ltd),tablet.oral
amp,7960911000001107,0304010G0BKAAAC,Hayleve 4mg tablets (Genesis Pharmaceuticals Ltd),tablet.oral
amp,13574711000001108,0304010G0BMAAAC,ALLERcalm Allergy Relief 4mg tablets (Actavis UK Ltd),tablet.oral
amp,15246411000001106,0304010G0BNABAC,Numark Antihistamine 4mg tablets (Numark Ltd),tablet.oral
amp,3650211000001104,0304010H0BBAAAB,Tavegil 1mg tablets (GlaxoSmithKline Consumer Healthcare),tablet.oral
amp,102111000001108,0304010I0AAAAAA,Cetirizine 10mg tablets (C P Pharmaceuticals Ltd),tablet.oral
amp,185511000001106,0304010I0AAAAAA,Cetirizine 10mg tablets (Sterwin Medicines),tablet.oral
amp,320911000001106,0304010I0AAAAAA,Cetirizine 10mg tablets (Kent Pharmaceuticals Ltd),tablet.oral
amp,334511000001106,0304010I0AAAAAA,Cetirizine 10mg tablets (A A H Pharmaceuticals Ltd),tablet.oral
amp,533411000001107,0304010I0AAAAAA,Cetirizine 10mg tablets (Alliance Healthcare (Distribution) Ltd),tablet.oral
amp,609311000001101,0304010I0AAAAAA,Cetirizine 10mg tablets (Teva UK Ltd),tablet.oral
amp,626511000001106,0304010I0AAAAAA,Cetirizine 10mg tablets (Actavis UK Ltd),tablet.oral
